TRLN,RATE,NBPS,REPL,GTEE,KEEP,MTHD,STEE
500K,1e-07,0,16,"[20,50)",500,astral,0.086957
500K,1e-07,0,16,"[20,50)",500,astrid,0.043478
500K,1e-07,0,16,"[20,50)",500,mpest,0.086957
500K,1e-07,0,16,"[20,50)",500,caml,0.304348
500K,1e-07,0,16,"[20,50)",500,svdquartets,0.217391
500K,1e-07,0,16,"[20,50)",250,astral,0.130435
500K,1e-07,0,16,"[20,50)",250,astrid,0.130435
500K,1e-07,0,16,"[20,50)",250,mpest,0.173913
500K,1e-07,0,16,"[20,50)",250,caml,0.391304
500K,1e-07,0,16,"[20,50)",250,svdquartets,0.347826
500K,1e-07,0,16,"[20,50)",100,astral,0.173913
500K,1e-07,0,16,"[20,50)",100,astrid,0.130435
500K,1e-07,0,16,"[20,50)",100,mpest,0.26087
500K,1e-07,0,16,"[20,50)",100,caml,0.347826
500K,1e-07,0,16,"[20,50)",100,svdquartets,0.434783
500K,1e-07,0,16,"[20,50)",50,astral,0.217391
500K,1e-07,0,16,"[20,50)",50,astrid,0.173913
500K,1e-07,0,16,"[20,50)",50,mpest,0.304348
500K,1e-07,0,16,"[20,50)",50,caml,0.391304
500K,1e-07,0,16,"[20,50)",50,svdquartets,0.391304
500K,1e-07,0,17,"[50,80)",1000,astral,0.086957
500K,1e-07,0,17,"[50,80)",1000,astrid,0.043478
500K,1e-07,0,17,"[50,80)",1000,mpest,0.086957
500K,1e-07,0,17,"[50,80)",1000,caml,0.173913
500K,1e-07,0,17,"[50,80)",1000,svdquartets,0.130435
500K,1e-07,0,17,"[50,80)",750,astral,0.086957
500K,1e-07,0,17,"[50,80)",750,astrid,0.043478
500K,1e-07,0,17,"[50,80)",750,mpest,0.130435
500K,1e-07,0,17,"[50,80)",750,caml,0.173913
500K,1e-07,0,17,"[50,80)",750,svdquartets,0.130435
500K,1e-07,0,17,"[50,80)",500,astral,0.086957
500K,1e-07,0,17,"[50,80)",500,astrid,0.0
500K,1e-07,0,17,"[50,80)",500,mpest,0.130435
500K,1e-07,0,17,"[50,80)",500,caml,0.173913
500K,1e-07,0,17,"[50,80)",500,svdquartets,0.043478
500K,1e-07,0,17,"[50,80)",250,astral,0.086957
500K,1e-07,0,17,"[50,80)",250,astrid,0.043478
500K,1e-07,0,17,"[50,80)",250,mpest,0.173913
500K,1e-07,0,17,"[50,80)",250,caml,0.173913
500K,1e-07,0,17,"[50,80)",250,svdquartets,0.217391
500K,1e-07,0,17,"[50,80)",100,astral,0.086957
500K,1e-07,0,17,"[50,80)",100,astrid,0.086957
500K,1e-07,0,17,"[50,80)",100,mpest,0.173913
500K,1e-07,0,17,"[50,80)",100,caml,0.304348
500K,1e-07,0,17,"[50,80)",100,svdquartets,0.26087
500K,1e-07,0,17,"[50,80)",50,astral,0.130435
500K,1e-07,0,17,"[50,80)",50,astrid,0.130435
500K,1e-07,0,17,"[50,80)",50,mpest,0.130435
500K,1e-07,0,17,"[50,80)",50,caml,0.347826
500K,1e-07,0,17,"[50,80)",50,svdquartets,0.391304
500K,1e-07,0,18,"[20,50)",1000,astral,0.086957
500K,1e-07,0,18,"[20,50)",1000,astrid,0.130435
500K,1e-07,0,18,"[20,50)",1000,mpest,0.130435
500K,1e-07,0,18,"[20,50)",1000,caml,0.217391
500K,1e-07,0,18,"[20,50)",1000,svdquartets,0.347826
500K,1e-07,0,18,"[20,50)",750,astral,0.086957
500K,1e-07,0,18,"[20,50)",750,astrid,0.173913
500K,1e-07,0,18,"[20,50)",750,mpest,0.217391
500K,1e-07,0,18,"[20,50)",750,caml,0.26087
500K,1e-07,0,18,"[20,50)",750,svdquartets,0.391304
500K,1e-07,0,18,"[20,50)",500,astral,0.086957
500K,1e-07,0,18,"[20,50)",500,astrid,0.217391
500K,1e-07,0,18,"[20,50)",500,mpest,0.130435
500K,1e-07,0,18,"[20,50)",500,caml,0.304348
500K,1e-07,0,18,"[20,50)",500,svdquartets,0.434783
500K,1e-07,0,18,"[20,50)",250,astral,0.26087
500K,1e-07,0,18,"[20,50)",250,astrid,0.130435
500K,1e-07,0,18,"[20,50)",250,mpest,0.217391
500K,1e-07,0,18,"[20,50)",250,caml,0.391304
500K,1e-07,0,18,"[20,50)",250,svdquartets,0.347826
500K,1e-07,0,18,"[20,50)",100,astral,0.130435
500K,1e-07,0,18,"[20,50)",100,astrid,0.173913
500K,1e-07,0,18,"[20,50)",100,mpest,0.130435
500K,1e-07,0,18,"[20,50)",100,caml,0.434783
500K,1e-07,0,18,"[20,50)",100,svdquartets,0.391304
500K,1e-07,0,18,"[20,50)",50,astral,0.304348
500K,1e-07,0,18,"[20,50)",50,astrid,0.26087
500K,1e-07,0,18,"[20,50)",50,mpest,0.347826
500K,1e-07,0,18,"[20,50)",50,caml,0.478261
500K,1e-07,0,18,"[20,50)",50,svdquartets,0.521739
500K,1e-07,0,19,"[20,50)",1000,astral,0.086957
500K,1e-07,0,19,"[20,50)",1000,astrid,0.086957
500K,1e-07,0,19,"[20,50)",1000,mpest,0.086957
500K,1e-07,0,19,"[20,50)",1000,caml,0.217391
500K,1e-07,0,19,"[20,50)",1000,svdquartets,0.26087
500K,1e-07,0,19,"[20,50)",750,astral,0.086957
500K,1e-07,0,19,"[20,50)",750,astrid,0.086957
500K,1e-07,0,19,"[20,50)",750,mpest,0.130435
500K,1e-07,0,19,"[20,50)",750,caml,0.173913
500K,1e-07,0,19,"[20,50)",750,svdquartets,0.26087
500K,1e-07,0,19,"[20,50)",500,astral,0.086957
500K,1e-07,0,19,"[20,50)",500,astrid,0.086957
500K,1e-07,0,19,"[20,50)",500,mpest,0.217391
500K,1e-07,0,19,"[20,50)",500,caml,0.173913
500K,1e-07,0,19,"[20,50)",500,svdquartets,0.173913
500K,1e-07,0,19,"[20,50)",250,astral,0.130435
500K,1e-07,0,19,"[20,50)",250,astrid,0.130435
500K,1e-07,0,19,"[20,50)",250,mpest,0.26087
500K,1e-07,0,19,"[20,50)",250,caml,0.26087
500K,1e-07,0,19,"[20,50)",250,svdquartets,0.173913
500K,1e-07,0,19,"[20,50)",100,astral,0.173913
500K,1e-07,0,19,"[20,50)",100,astrid,0.173913
500K,1e-07,0,19,"[20,50)",100,mpest,0.434783
500K,1e-07,0,19,"[20,50)",100,caml,0.304348
500K,1e-07,0,19,"[20,50)",100,svdquartets,0.217391
500K,1e-07,0,19,"[20,50)",50,astral,0.26087
500K,1e-07,0,19,"[20,50)",50,astrid,0.304348
500K,1e-07,0,19,"[20,50)",50,mpest,0.521739
500K,1e-07,0,19,"[20,50)",50,caml,0.304348
500K,1e-07,0,19,"[20,50)",50,svdquartets,0.304348
500K,1e-07,0,20,"[20,50)",1000,astral,0.043478
500K,1e-07,0,20,"[20,50)",1000,astrid,0.043478
500K,1e-07,0,20,"[20,50)",1000,mpest,0.043478
500K,1e-07,0,20,"[20,50)",1000,caml,0.173913
500K,1e-07,0,20,"[20,50)",1000,svdquartets,0.173913
500K,1e-07,0,20,"[20,50)",750,astral,0.043478
500K,1e-07,0,20,"[20,50)",750,astrid,0.086957
500K,1e-07,0,20,"[20,50)",750,mpest,0.043478
500K,1e-07,0,20,"[20,50)",750,caml,0.130435
500K,1e-07,0,20,"[20,50)",750,svdquartets,0.173913
500K,1e-07,0,20,"[20,50)",500,astral,0.086957
500K,1e-07,0,20,"[20,50)",500,astrid,0.173913
500K,1e-07,0,20,"[20,50)",500,mpest,0.086957
500K,1e-07,0,20,"[20,50)",500,caml,0.173913
500K,1e-07,0,20,"[20,50)",500,svdquartets,0.217391
500K,1e-07,0,20,"[20,50)",250,astral,0.217391
500K,1e-07,0,20,"[20,50)",250,astrid,0.217391
500K,1e-07,0,20,"[20,50)",250,mpest,0.26087
500K,1e-07,0,20,"[20,50)",250,caml,0.304348
500K,1e-07,0,20,"[20,50)",250,svdquartets,0.173913
500K,1e-07,0,20,"[20,50)",100,astral,0.304348
500K,1e-07,0,20,"[20,50)",100,astrid,0.347826
500K,1e-07,0,20,"[20,50)",100,mpest,0.347826
500K,1e-07,0,20,"[20,50)",100,caml,0.347826
500K,1e-07,0,20,"[20,50)",100,svdquartets,0.347826
500K,1e-07,0,20,"[20,50)",50,astral,0.217391
500K,1e-07,0,20,"[20,50)",50,astrid,0.347826
500K,1e-07,0,20,"[20,50)",50,mpest,0.478261
500K,1e-07,0,20,"[20,50)",50,caml,0.347826
500K,1e-07,0,20,"[20,50)",50,svdquartets,0.347826
10M,1e-06,100,1,"[50,80)",1000,astral,0.0
10M,1e-06,100,1,"[50,80)",1000,astrid,0.130435
10M,1e-06,100,1,"[50,80)",1000,mpest,0.086957
10M,1e-06,100,1,"[50,80)",1000,caml,0.043478
10M,1e-06,100,1,"[50,80)",1000,svdquartets,0.0
10M,1e-06,100,1,"[50,80)",750,astral,0.0
10M,1e-06,100,1,"[50,80)",750,astrid,0.0
10M,1e-06,100,1,"[50,80)",750,mpest,0.0
10M,1e-06,100,1,"[50,80)",750,caml,0.0
10M,1e-06,100,1,"[50,80)",750,svdquartets,0.0
10M,1e-06,100,1,"[50,80)",500,astral,0.0
10M,1e-06,100,1,"[50,80)",500,astrid,0.0
10M,1e-06,100,1,"[50,80)",500,mpest,0.0
10M,1e-06,100,1,"[50,80)",500,caml,0.0
10M,1e-06,100,1,"[50,80)",500,svdquartets,0.0
10M,1e-06,100,1,"[50,80)",250,astral,0.0
10M,1e-06,100,1,"[50,80)",250,astrid,0.0
10M,1e-06,100,1,"[50,80)",250,mpest,0.0
10M,1e-06,100,1,"[50,80)",250,caml,0.0
10M,1e-06,100,1,"[50,80)",250,svdquartets,0.0
10M,1e-06,100,1,"[50,80)",100,astral,0.043478
10M,1e-06,100,1,"[50,80)",100,astrid,0.043478
10M,1e-06,100,1,"[50,80)",100,mpest,0.043478
10M,1e-06,100,1,"[50,80)",100,caml,0.043478
10M,1e-06,100,1,"[50,80)",100,svdquartets,0.130435
10M,1e-06,100,1,"[50,80)",50,astral,0.043478
10M,1e-06,100,1,"[50,80)",50,astrid,0.043478
10M,1e-06,100,1,"[50,80)",50,mpest,0.043478
10M,1e-06,100,1,"[50,80)",50,caml,0.043478
10M,1e-06,100,1,"[50,80)",50,svdquartets,0.086957
10M,1e-06,100,2,"[20,50)",1000,astral,0.0
10M,1e-06,100,2,"[20,50)",1000,astrid,0.0
10M,1e-06,100,2,"[20,50)",1000,mpest,0.0
10M,1e-06,100,2,"[20,50)",1000,caml,0.0
10M,1e-06,100,2,"[20,50)",1000,svdquartets,0.0
10M,1e-06,100,2,"[20,50)",750,astral,0.0
10M,1e-06,100,2,"[20,50)",750,astrid,0.0
10M,1e-06,100,2,"[20,50)",750,mpest,0.0
10M,1e-06,100,2,"[20,50)",750,caml,0.0
10M,1e-06,100,2,"[20,50)",750,svdquartets,0.0
10M,1e-06,100,2,"[20,50)",500,astral,0.0
10M,1e-06,100,2,"[20,50)",500,astrid,0.0
10M,1e-06,100,2,"[20,50)",500,mpest,0.0
10M,1e-06,100,2,"[20,50)",500,caml,0.0
10M,1e-06,100,2,"[20,50)",500,svdquartets,0.0
10M,1e-06,100,2,"[20,50)",250,astral,0.0
10M,1e-06,100,2,"[20,50)",250,astrid,0.0
10M,1e-06,100,2,"[20,50)",250,mpest,0.043478
10M,1e-06,100,2,"[20,50)",250,caml,0.0
10M,1e-06,100,2,"[20,50)",250,svdquartets,0.0
10M,1e-06,100,2,"[20,50)",100,astral,0.0
10M,1e-06,100,2,"[20,50)",100,astrid,0.0
10M,1e-06,100,2,"[20,50)",100,mpest,0.0
10M,1e-06,100,2,"[20,50)",100,caml,0.0
10M,1e-06,100,2,"[20,50)",100,svdquartets,0.0
10M,1e-06,100,2,"[20,50)",50,astral,0.086957
10M,1e-06,100,2,"[20,50)",50,astrid,0.043478
10M,1e-06,100,2,"[20,50)",50,mpest,0.043478
10M,1e-06,100,2,"[20,50)",50,caml,0.086957
10M,1e-06,100,2,"[20,50)",50,svdquartets,0.043478
10M,1e-06,100,3,"[50,80)",1000,astral,0.043478
10M,1e-06,100,3,"[50,80)",1000,astrid,0.086957
10M,1e-06,100,3,"[50,80)",1000,mpest,0.086957
10M,1e-06,100,3,"[50,80)",1000,caml,0.0
10M,1e-06,100,3,"[50,80)",1000,svdquartets,0.173913
10M,1e-06,100,3,"[50,80)",750,astral,0.043478
10M,1e-06,100,3,"[50,80)",750,astrid,0.043478
10M,1e-06,100,3,"[50,80)",750,mpest,0.086957
10M,1e-06,100,3,"[50,80)",750,caml,0.0
10M,1e-06,100,3,"[50,80)",750,svdquartets,0.26087
10M,1e-06,100,3,"[50,80)",500,astral,0.043478
10M,1e-06,100,3,"[50,80)",500,astrid,0.043478
10M,1e-06,100,3,"[50,80)",500,mpest,0.130435
10M,1e-06,100,3,"[50,80)",500,caml,0.043478
10M,1e-06,100,3,"[50,80)",500,svdquartets,0.217391
10M,1e-06,100,3,"[50,80)",250,astral,0.086957
10M,1e-06,100,3,"[50,80)",250,astrid,0.043478
10M,1e-06,100,3,"[50,80)",250,mpest,0.086957
10M,1e-06,100,3,"[50,80)",250,caml,0.043478
10M,1e-06,100,3,"[50,80)",250,svdquartets,0.217391
10M,1e-06,100,3,"[50,80)",100,astral,0.086957
10M,1e-06,100,3,"[50,80)",100,astrid,0.0
10M,1e-06,100,3,"[50,80)",100,mpest,0.043478
10M,1e-06,100,3,"[50,80)",100,caml,0.0
10M,1e-06,100,3,"[50,80)",100,svdquartets,0.304348
10M,1e-06,100,3,"[50,80)",50,astral,0.043478
10M,1e-06,100,3,"[50,80)",50,astrid,0.043478
10M,1e-06,100,3,"[50,80)",50,mpest,0.086957
10M,1e-06,100,3,"[50,80)",50,caml,0.0
10M,1e-06,100,3,"[50,80)",50,svdquartets,0.391304
10M,1e-06,100,4,"[50,80)",1000,astral,0.0
10M,1e-06,100,4,"[50,80)",1000,astrid,0.043478
10M,1e-06,100,4,"[50,80)",1000,mpest,0.0
10M,1e-06,100,4,"[50,80)",1000,caml,0.0
10M,1e-06,100,4,"[50,80)",1000,svdquartets,0.130435
10M,1e-06,100,4,"[50,80)",750,astral,0.0
10M,1e-06,100,4,"[50,80)",750,astrid,0.0
10M,1e-06,100,4,"[50,80)",750,mpest,0.0
10M,1e-06,100,4,"[50,80)",750,caml,0.0
10M,1e-06,100,4,"[50,80)",750,svdquartets,0.130435
10M,1e-06,100,4,"[50,80)",500,astral,0.0
10M,1e-06,100,4,"[50,80)",500,astrid,0.0
10M,1e-06,100,4,"[50,80)",500,mpest,0.0
10M,1e-06,100,4,"[50,80)",500,caml,0.0
10M,1e-06,100,4,"[50,80)",500,svdquartets,0.086957
10M,1e-06,100,4,"[50,80)",250,astral,0.0
10M,1e-06,100,4,"[50,80)",250,astrid,0.0
10M,1e-06,100,4,"[50,80)",250,mpest,0.0
10M,1e-06,100,4,"[50,80)",250,caml,0.0
10M,1e-06,100,4,"[50,80)",250,svdquartets,0.086957
10M,1e-06,100,4,"[50,80)",100,astral,0.0
10M,1e-06,100,4,"[50,80)",100,astrid,0.0
10M,1e-06,100,4,"[50,80)",100,mpest,0.0
10M,1e-06,100,4,"[50,80)",100,caml,0.0
10M,1e-06,100,4,"[50,80)",100,svdquartets,0.173913
10M,1e-06,100,4,"[50,80)",50,astral,0.043478
10M,1e-06,100,4,"[50,80)",50,astrid,0.0
10M,1e-06,100,4,"[50,80)",50,mpest,0.043478
10M,1e-06,100,4,"[50,80)",50,caml,0.043478
10M,1e-06,100,4,"[50,80)",50,svdquartets,0.086957
10M,1e-06,100,5,"[20,50)",1000,astral,0.043478
10M,1e-06,100,5,"[20,50)",1000,astrid,0.0
10M,1e-06,100,5,"[20,50)",1000,mpest,0.043478
10M,1e-06,100,5,"[20,50)",1000,caml,0.0
10M,1e-06,100,5,"[20,50)",1000,svdquartets,0.043478
10M,1e-06,100,5,"[20,50)",750,astral,0.043478
10M,1e-06,100,5,"[20,50)",750,astrid,0.043478
10M,1e-06,100,5,"[20,50)",750,mpest,0.043478
10M,1e-06,100,5,"[20,50)",750,caml,0.0
10M,1e-06,100,5,"[20,50)",750,svdquartets,0.086957
10M,1e-06,100,5,"[20,50)",500,astral,0.043478
10M,1e-06,100,5,"[20,50)",500,astrid,0.0
10M,1e-06,100,5,"[20,50)",500,mpest,0.0
10M,1e-06,100,5,"[20,50)",500,caml,0.043478
10M,1e-06,100,5,"[20,50)",500,svdquartets,0.0
10M,1e-06,100,5,"[20,50)",250,astral,0.043478
10M,1e-06,100,5,"[20,50)",250,astrid,0.086957
10M,1e-06,100,5,"[20,50)",250,mpest,0.043478
10M,1e-06,100,5,"[20,50)",250,caml,0.086957
10M,1e-06,100,5,"[20,50)",250,svdquartets,0.086957
10M,1e-06,100,5,"[20,50)",100,astral,0.086957
10M,1e-06,100,5,"[20,50)",100,astrid,0.086957
10M,1e-06,100,5,"[20,50)",100,mpest,0.0
10M,1e-06,100,5,"[20,50)",100,caml,0.086957
10M,1e-06,100,5,"[20,50)",100,svdquartets,0.0
10M,1e-06,100,5,"[20,50)",50,astral,0.086957
10M,1e-06,100,5,"[20,50)",50,astrid,0.086957
10M,1e-06,100,5,"[20,50)",50,mpest,0.086957
10M,1e-06,100,5,"[20,50)",50,caml,0.130435
10M,1e-06,100,5,"[20,50)",50,svdquartets,0.043478
10M,1e-06,100,6,"[50,80)",1000,astral,0.0
10M,1e-06,100,6,"[50,80)",1000,astrid,0.0
10M,1e-06,100,6,"[50,80)",1000,mpest,0.043478
10M,1e-06,100,6,"[50,80)",1000,caml,0.0
10M,1e-06,100,6,"[50,80)",1000,svdquartets,0.043478
10M,1e-06,100,6,"[50,80)",750,astral,0.0
10M,1e-06,100,6,"[50,80)",750,astrid,0.0
10M,1e-06,100,6,"[50,80)",750,mpest,0.0
10M,1e-06,100,6,"[50,80)",750,caml,0.0
10M,1e-06,100,6,"[50,80)",750,svdquartets,0.0
10M,1e-06,100,6,"[50,80)",500,astral,0.0
10M,1e-06,100,6,"[50,80)",500,astrid,0.0
10M,1e-06,100,6,"[50,80)",500,mpest,0.0
10M,1e-06,100,6,"[50,80)",500,caml,0.0
10M,1e-06,100,6,"[50,80)",500,svdquartets,0.043478
10M,1e-06,100,6,"[50,80)",250,astral,0.0
10M,1e-06,100,6,"[50,80)",250,astrid,0.043478
10M,1e-06,100,6,"[50,80)",250,mpest,0.0
10M,1e-06,100,6,"[50,80)",250,caml,0.0
10M,1e-06,100,6,"[50,80)",250,svdquartets,0.086957
10M,1e-06,100,6,"[50,80)",100,astral,0.0
10M,1e-06,100,6,"[50,80)",100,astrid,0.0
10M,1e-06,100,6,"[50,80)",100,mpest,0.043478
10M,1e-06,100,6,"[50,80)",100,caml,0.0
10M,1e-06,100,6,"[50,80)",100,svdquartets,0.043478
10M,1e-06,100,6,"[50,80)",50,astral,0.043478
10M,1e-06,100,6,"[50,80)",50,astrid,0.086957
10M,1e-06,100,6,"[50,80)",50,mpest,0.043478
10M,1e-06,100,6,"[50,80)",50,caml,0.0
10M,1e-06,100,6,"[50,80)",50,svdquartets,0.086957
10M,1e-06,100,7,"[50,80)",1000,astral,0.0
10M,1e-06,100,7,"[50,80)",1000,astrid,0.0
10M,1e-06,100,7,"[50,80)",1000,mpest,0.043478
10M,1e-06,100,7,"[50,80)",1000,caml,0.0
10M,1e-06,100,7,"[50,80)",1000,svdquartets,0.0
10M,1e-06,100,7,"[50,80)",750,astral,0.0
10M,1e-06,100,7,"[50,80)",750,astrid,0.0
10M,1e-06,100,7,"[50,80)",750,mpest,0.0
10M,1e-06,100,7,"[50,80)",750,caml,0.0
10M,1e-06,100,7,"[50,80)",750,svdquartets,0.043478
10M,1e-06,100,7,"[50,80)",500,astral,0.0
10M,1e-06,100,7,"[50,80)",500,astrid,0.0
10M,1e-06,100,7,"[50,80)",500,mpest,0.0
10M,1e-06,100,7,"[50,80)",500,caml,0.0
10M,1e-06,100,7,"[50,80)",500,svdquartets,0.0
10M,1e-06,100,7,"[50,80)",250,astral,0.0
10M,1e-06,100,7,"[50,80)",250,astrid,0.0
10M,1e-06,100,7,"[50,80)",250,mpest,0.043478
10M,1e-06,100,7,"[50,80)",250,caml,0.0
10M,1e-06,100,7,"[50,80)",250,svdquartets,0.043478
10M,1e-06,100,7,"[50,80)",100,astral,0.0
10M,1e-06,100,7,"[50,80)",100,astrid,0.043478
10M,1e-06,100,7,"[50,80)",100,mpest,0.0
10M,1e-06,100,7,"[50,80)",100,caml,0.043478
10M,1e-06,100,7,"[50,80)",100,svdquartets,0.086957
10M,1e-06,100,7,"[50,80)",50,astral,0.043478
10M,1e-06,100,7,"[50,80)",50,astrid,0.043478
10M,1e-06,100,7,"[50,80)",50,mpest,0.043478
10M,1e-06,100,7,"[50,80)",50,caml,0.043478
10M,1e-06,100,7,"[50,80)",50,svdquartets,0.130435
10M,1e-06,100,8,"[50,80)",1000,astral,0.0
10M,1e-06,100,8,"[50,80)",1000,astrid,0.043478
10M,1e-06,100,8,"[50,80)",1000,mpest,0.043478
10M,1e-06,100,8,"[50,80)",1000,caml,0.0
10M,1e-06,100,8,"[50,80)",1000,svdquartets,0.043478
10M,1e-06,100,8,"[50,80)",750,astral,0.0
10M,1e-06,100,8,"[50,80)",750,astrid,0.0
10M,1e-06,100,8,"[50,80)",750,mpest,0.0
10M,1e-06,100,8,"[50,80)",750,caml,0.0
10M,1e-06,100,8,"[50,80)",750,svdquartets,0.043478
10M,1e-06,100,8,"[50,80)",500,astral,0.0
10M,1e-06,100,8,"[50,80)",500,astrid,0.0
10M,1e-06,100,8,"[50,80)",500,mpest,0.0
10M,1e-06,100,8,"[50,80)",500,caml,0.0
10M,1e-06,100,8,"[50,80)",500,svdquartets,0.043478
10M,1e-06,100,8,"[50,80)",250,astral,0.043478
10M,1e-06,100,8,"[50,80)",250,astrid,0.043478
10M,1e-06,100,8,"[50,80)",250,mpest,0.043478
10M,1e-06,100,8,"[50,80)",250,caml,0.043478
10M,1e-06,100,8,"[50,80)",250,svdquartets,0.086957
10M,1e-06,100,8,"[50,80)",100,astral,0.0
10M,1e-06,100,8,"[50,80)",100,astrid,0.0
10M,1e-06,100,8,"[50,80)",100,mpest,0.0
10M,1e-06,100,8,"[50,80)",100,caml,0.086957
10M,1e-06,100,8,"[50,80)",100,svdquartets,0.0
10M,1e-06,100,8,"[50,80)",50,astral,0.043478
10M,1e-06,100,8,"[50,80)",50,astrid,0.086957
10M,1e-06,100,8,"[50,80)",50,mpest,0.043478
10M,1e-06,100,8,"[50,80)",50,caml,0.086957
10M,1e-06,100,8,"[50,80)",50,svdquartets,0.043478
10M,1e-06,100,9,"[50,80)",1000,astral,0.0
10M,1e-06,100,9,"[50,80)",1000,astrid,0.0
10M,1e-06,100,9,"[50,80)",1000,mpest,0.0
10M,1e-06,100,9,"[50,80)",1000,caml,0.0
10M,1e-06,100,9,"[50,80)",1000,svdquartets,0.0
10M,1e-06,100,9,"[50,80)",750,astral,0.0
10M,1e-06,100,9,"[50,80)",750,astrid,0.0
10M,1e-06,100,9,"[50,80)",750,mpest,0.0
10M,1e-06,100,9,"[50,80)",750,caml,0.0
10M,1e-06,100,9,"[50,80)",750,svdquartets,0.0
10M,1e-06,100,9,"[50,80)",500,astral,0.0
10M,1e-06,100,9,"[50,80)",500,astrid,0.043478
10M,1e-06,100,9,"[50,80)",500,mpest,0.043478
10M,1e-06,100,9,"[50,80)",500,caml,0.043478
10M,1e-06,100,9,"[50,80)",500,svdquartets,0.0
10M,1e-06,100,9,"[50,80)",250,astral,0.0
10M,1e-06,100,9,"[50,80)",250,astrid,0.0
10M,1e-06,100,9,"[50,80)",250,mpest,0.0
10M,1e-06,100,9,"[50,80)",250,caml,0.0
10M,1e-06,100,9,"[50,80)",250,svdquartets,0.0
10M,1e-06,100,9,"[50,80)",100,astral,0.043478
10M,1e-06,100,9,"[50,80)",100,astrid,0.043478
10M,1e-06,100,9,"[50,80)",100,mpest,0.043478
10M,1e-06,100,9,"[50,80)",100,caml,0.0
10M,1e-06,100,9,"[50,80)",100,svdquartets,0.043478
10M,1e-06,100,9,"[50,80)",50,astral,0.043478
10M,1e-06,100,9,"[50,80)",50,astrid,0.0
10M,1e-06,100,9,"[50,80)",50,mpest,0.043478
10M,1e-06,100,9,"[50,80)",50,caml,0.0
10M,1e-06,100,9,"[50,80)",50,svdquartets,0.043478
10M,1e-06,100,10,"[20,50)",1000,astral,0.086957
10M,1e-06,100,10,"[20,50)",1000,astrid,0.043478
10M,1e-06,100,10,"[20,50)",1000,mpest,0.0
10M,1e-06,100,10,"[20,50)",1000,caml,0.0
10M,1e-06,100,10,"[20,50)",1000,svdquartets,0.086957
10M,1e-06,100,10,"[20,50)",750,astral,0.0
10M,1e-06,100,10,"[20,50)",750,astrid,0.043478
10M,1e-06,100,10,"[20,50)",750,mpest,0.0
10M,1e-06,100,10,"[20,50)",750,caml,0.0
10M,1e-06,100,10,"[20,50)",750,svdquartets,0.043478
10M,1e-06,100,10,"[20,50)",500,astral,0.0
10M,1e-06,100,10,"[20,50)",500,astrid,0.0
10M,1e-06,100,10,"[20,50)",500,mpest,0.043478
10M,1e-06,100,10,"[20,50)",500,caml,0.0
10M,1e-06,100,10,"[20,50)",500,svdquartets,0.086957
10M,1e-06,100,10,"[20,50)",250,astral,0.043478
10M,1e-06,100,10,"[20,50)",250,astrid,0.043478
10M,1e-06,100,10,"[20,50)",250,mpest,0.043478
10M,1e-06,100,10,"[20,50)",250,caml,0.0
10M,1e-06,100,10,"[20,50)",250,svdquartets,0.043478
10M,1e-06,100,10,"[20,50)",100,astral,0.043478
10M,1e-06,100,10,"[20,50)",100,astrid,0.043478
10M,1e-06,100,10,"[20,50)",100,mpest,0.043478
10M,1e-06,100,10,"[20,50)",100,caml,0.043478
10M,1e-06,100,10,"[20,50)",100,svdquartets,0.086957
10M,1e-06,100,10,"[20,50)",50,astral,0.043478
10M,1e-06,100,10,"[20,50)",50,astrid,0.043478
10M,1e-06,100,10,"[20,50)",50,mpest,0.043478
10M,1e-06,100,10,"[20,50)",50,caml,0.043478
10M,1e-06,100,10,"[20,50)",50,svdquartets,0.086957
10M,1e-06,100,11,"[50,80)",1000,astral,0.130435
10M,1e-06,100,11,"[50,80)",1000,astrid,0.086957
10M,1e-06,100,11,"[50,80)",1000,mpest,0.043478
10M,1e-06,100,11,"[50,80)",1000,caml,0.0
10M,1e-06,100,11,"[50,80)",1000,svdquartets,0.0
10M,1e-06,100,11,"[50,80)",750,astral,0.130435
10M,1e-06,100,11,"[50,80)",750,astrid,0.130435
10M,1e-06,100,11,"[50,80)",750,mpest,0.086957
10M,1e-06,100,11,"[50,80)",750,caml,0.0
10M,1e-06,100,11,"[50,80)",750,svdquartets,0.0
10M,1e-06,100,11,"[50,80)",500,astral,0.130435
10M,1e-06,100,11,"[50,80)",500,astrid,0.086957
10M,1e-06,100,11,"[50,80)",500,mpest,0.043478
10M,1e-06,100,11,"[50,80)",500,caml,0.0
10M,1e-06,100,11,"[50,80)",500,svdquartets,0.0
10M,1e-06,100,11,"[50,80)",250,astral,0.086957
10M,1e-06,100,11,"[50,80)",250,astrid,0.086957
10M,1e-06,100,11,"[50,80)",250,mpest,0.043478
10M,1e-06,100,11,"[50,80)",250,caml,0.0
10M,1e-06,100,11,"[50,80)",250,svdquartets,0.0
10M,1e-06,100,11,"[50,80)",100,astral,0.130435
10M,1e-06,100,11,"[50,80)",100,astrid,0.086957
10M,1e-06,100,11,"[50,80)",100,mpest,0.086957
10M,1e-06,100,11,"[50,80)",100,caml,0.0
10M,1e-06,100,11,"[50,80)",100,svdquartets,0.043478
10M,1e-06,100,11,"[50,80)",50,astral,0.086957
10M,1e-06,100,11,"[50,80)",50,astrid,0.043478
10M,1e-06,100,11,"[50,80)",50,mpest,0.043478
